"","name","degree","betweenness","Abundance","module","z","p","taxa_roles","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"rpoB_OTU_310","rpoB_OTU_310",8,2015,0.128666380807815,"M4",0.563111346773197,0.722222222222222,"Connectors","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia","Afipia genosp. 2"
"rpoB_OTU_313","rpoB_OTU_313",7,1729,0.150384555115433,"M21",0.625046123759334,0.56,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Nitratireductor","Nitratireductor aquibiodomus"
"rpoB_OTU_314","rpoB_OTU_314",6,310,0.127287372040137,"M10",-0.266244391395138,0.5,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia","Afipia broomeae"
"rpoB_OTU_325","rpoB_OTU_325",7,218,0.121033390928443,"M10",0.399366587092706,0,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium oligotrophicum"
"rpoB_OTU_329","rpoB_OTU_329",7,1616,0.126890632603637,"M19",0.418330013267038,0.592592592592593,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella","Bartonella sp. Koshimizu 6-1"
"rpoB_OTU_331","rpoB_OTU_331",8,1080,0.124050088889504,"M14",0.159300612586705,0.693877551020408,"Connectors","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia","Afipia genosp. 2"
"rpoB_OTU_358","rpoB_OTU_358",4,589,0.174574473696199,"M7",0.247972167951227,0.8125,"Connectors","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Nitratireductor","Nitratireductor aquibiodomus"
"rpoB_OTU_359","rpoB_OTU_359",3,1948,0.111082805734757,"M6",-2.36651990267687,0.72,"Connectors","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Chelatococcaceae","Chelatococcus","Chelatococcus sp. GW1"
"rpoB_OTU_364","rpoB_OTU_364",3,0,0.11768280812114,"M16",-1.11803398874989,0.375,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas palustris"
"rpoB_OTU_365","rpoB_OTU_365",2,8,0.113462954182487,"M7",-0.956464076383303,0,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium meliloti"
"rpoB_OTU_370","rpoB_OTU_370",4,470,0.139055193108062,"M7",0.247972167951227,0.775510204081633,"Connectors","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium loti"
"rpoB_OTU_371","rpoB_OTU_371",6,230,0.107049707989104,"M1",0.831534351362521,0.5,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Chelativorans","Chelativorans sp. BNC1"
"rpoB_OTU_386","rpoB_OTU_386",5,2044,0.103463447634522,"M8",0.261651011583925,0.56,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Brucella","Brucella melitensis"
"rpoB_OTU_401","rpoB_OTU_401",5,254,0.125223098866987,"M12",0.425657924852277,0,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea","Bosea massiliensis"
"rpoB_OTU_421","rpoB_OTU_421",9,2767,0.103601766102031,"M14",0.677027603493498,0,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii"
"rpoB_OTU_447","rpoB_OTU_447",2,0,0.15731774112933,"M7",-0.956464076383303,0.375,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Brucella","Brucella abortus"
"rpoB_OTU_452","rpoB_OTU_452",2,297,0.123233476721777,"M7",-0.956464076383303,0.612244897959184,"Peripheral nodes","rpoB","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Nitratireductor","Nitratireductor aquibiodomus"
"AMF_OTU_101","AMF_OTU_101",5,145,0.074477627449875,"M3",-0.74857776055295,0.857142857142857,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G18"
"AMF_OTU_102","AMF_OTU_102",3,299,0.0842042641344216,"M11",-0.849481455562146,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G23"
"AMF_OTU_103","AMF_OTU_103",7,2617,0.074249154240732,"M16",1.11803398874989,0.775510204081633,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_104","AMF_OTU_104",3,546,0.0842463465797129,"M11",-0.849481455562146,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G23"
"AMF_OTU_105","AMF_OTU_105",5,848,0.0729295464818841,"M16",0,0.6875,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1"
"AMF_OTU_106","AMF_OTU_106",4,0,0.0711227673377133,"M1",-0.430103974842683,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_107","AMF_OTU_107",6,635,0.0701237782088046,"M1",0.831534351362521,0.814814814814815,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","MO_GC2"
"AMF_OTU_10","AMF_OTU_10",8,4324,1.29146493725699,"M3",0.655005540483832,0.775510204081633,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_108","AMF_OTU_108",3,0,0.066119393853277,"M13",-1.23973618677841,0.612244897959184,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_109","AMF_OTU_109",7,1250,0.0701142397313983,"M20",1.75542636961236,0.722222222222222,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_110","AMF_OTU_110",4,0,0.059421179455987,"M8",-0.336408443465046,0.8125,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_111","AMF_OTU_111",7,1293,0.0594686016575902,"M13",1.65298158237122,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_112","AMF_OTU_112",6,0,0.0874112718284945,"M2",0.988663009045319,0.65625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"AMF_OTU_113","AMF_OTU_113",4,373,0.0630524609498747,"M1",-0.430103974842683,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_11","AMF_OTU_11",3,0,0.954942873996452,"M9",-1.08921300787579,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Pa_1"
"AMF_OTU_114","AMF_OTU_114",7,1219,0.0727567793096353,"M21",0.625046123759334,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_116","AMF_OTU_116",5,303,0.0716826713469705,"M11",0.308902347477144,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_117","AMF_OTU_117",6,1231,0.0775417169707528,"M2",0.988663009045319,0.693877551020408,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_119","AMF_OTU_119",4,99,0.0594027739229723,"M17",-0.210818510677892,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_120","AMF_OTU_120",3,2,0.056985196821033,"M7",-0.354245954216038,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_121","AMF_OTU_121",3,0,0.0586316858071213,"M12",-1.06414481213069,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_12","AMF_OTU_12",3,264,0.885429865043048,"M1",-1.06092313794529,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G7"
"AMF_OTU_124","AMF_OTU_124",7,3406,0.0641477639319532,"M11",1.46728615051643,0.6,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_125","AMF_OTU_125",4,33,0.0606931593879502,"M20",-0.585142123204121,0.73469387755102,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato08_A1"
"AMF_OTU_127","AMF_OTU_127",5,871,0.0629891821942606,"M11",0.308902347477144,0.75,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G22"
"AMF_OTU_128","AMF_OTU_128",4,0,0.0612772003043468,"M2",-0.370748628391995,0.722222222222222,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_130","AMF_OTU_130",5,1,0.0557628379788195,"M1",0.200715188259919,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_13","AMF_OTU_13",5,1919,0.854673316427627,"M9",0.630597004559667,0.277777777777778,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","MO_GC1"
"AMF_OTU_131","AMF_OTU_131",4,2,0.0624440248571345,"M2",-0.370748628391995,0.693877551020408,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_133","AMF_OTU_133",2,0,0.0613503101893181,"M2",-1.73016026582931,0.816326530612245,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_134","AMF_OTU_134",6,601,0.0455627725922968,"M9",1.49050201077739,0.75,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","",""
"AMF_OTU_135","AMF_OTU_135",5,858,0.0526130497009308,"M21",-0.284111874436061,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_136","AMF_OTU_136",3,0,0.0473203496754839,"M8",-0.934467898514018,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_137","AMF_OTU_137",6,224,0.0445314912881397,"M13",0.92980214008381,0.74,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_138","AMF_OTU_138",6,260,0.0474871317863314,"M17",0.843274042711568,0.244897959183674,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_139","AMF_OTU_139",7,1591,0.0524281340622617,"M10",0.399366587092706,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo7"
"AMF_OTU_140","AMF_OTU_140",2,0,0.0444438279221576,"M15",-1.40643882747832,0.816326530612245,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G13"
"AMF_OTU_14","AMF_OTU_14",6,272,0.813347037308028,"M1",0.831534351362521,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_141","AMF_OTU_141",8,43,0.0448943933225259,"M1",2.09317267756773,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_142","AMF_OTU_142",2,300,0.0527977677196801,"M18",-1.4253932901996,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_143","AMF_OTU_143",4,298,0.0538756801300542,"M2",-0.370748628391995,0.6875,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_144","AMF_OTU_144",4,596,0.04235059102922,"M8",-0.336408443465046,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_145","AMF_OTU_145",4,0,0.0396346691051161,"M13",-0.516556744491006,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_146","AMF_OTU_146",2,0,0.044907074004835,"M1",-1.69174230104789,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_147","AMF_OTU_147",3,0,0.043414804429448,"M12",-1.06414481213069,0.518518518518519,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_148","AMF_OTU_148",3,994,0.042429136144774,"M13",-1.23973618677841,0.722222222222222,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G8"
"AMF_OTU_149","AMF_OTU_149",5,569,0.0478472913958284,"M2",0.308957190326662,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"AMF_OTU_150","AMF_OTU_150",3,0,0.042455346285522,"M1",-1.06092313794529,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_152","AMF_OTU_152",6,474,0.0429564274827059,"M7",1.45240841228576,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_153","AMF_OTU_153",4,25,0.0456163242737148,"M3",-1.21643886089854,0.8125,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_154","AMF_OTU_154",4,0,0.0371372323380775,"M9",-0.229308001658061,0.6875,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_155","AMF_OTU_155",5,1023,0.0478900036766952,"M2",0.308957190326662,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_15","AMF_OTU_15",6,2244,0.780788605800394,"M9",1.49050201077739,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",""
"AMF_OTU_156","AMF_OTU_156",4,17,0.040444516126554,"M17",-0.210818510677892,0.64,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo_F"
"AMF_OTU_157","AMF_OTU_157",4,245,0.03983680922247,"M1",-0.430103974842683,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato09_C1"
"AMF_OTU_158","AMF_OTU_158",5,0,0.0355282658842677,"M1",0.200715188259919,0.73469387755102,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_159","AMF_OTU_159",10,353,0.0443916611274919,"M3",1.59072774117502,0.5625,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo7"
"AMF_OTU_16","AMF_OTU_16",5,37,0.780429608078932,"M5",-0.119172866445802,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_161","AMF_OTU_161",5,312,0.0435209948809829,"M2",0.308957190326662,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_162","AMF_OTU_162",8,4320,0.0373318016168917,"M17",1.89736659610103,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_165","AMF_OTU_165",6,791,0.0364088101997895,"M1",0.831534351362521,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_166","AMF_OTU_166",3,1,0.0355556177372483,"M20",-1.36533162080961,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_167","AMF_OTU_167",4,0,0.0315606652155612,"M13",-0.516556744491006,0.765432098765432,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo16"
"AMF_OTU_169","AMF_OTU_169",4,0,0.0394448138092326,"M2",-0.370748628391995,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_170","AMF_OTU_170",3,293,0.0411235003382644,"M2",-1.05045444711065,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_171","AMF_OTU_171",4,858,0.0342532716795447,"M20",-0.585142123204121,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato08_A1"
"AMF_OTU_172","AMF_OTU_172",5,0,0.0379701860180785,"M2",0.308957190326662,0.777777777777778,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_173","AMF_OTU_173",4,340,0.0360087526523777,"M2",-0.370748628391995,0.8,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_175","AMF_OTU_175",2,300,0.0289934542122304,"M17",-1.26491106406735,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_176","AMF_OTU_176",2,0,0.0375324009759805,"M18",-1.4253932901996,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_177","AMF_OTU_177",4,0,0.0291683359710095,"M1",-0.430103974842683,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_17","AMF_OTU_17",6,297,0.708646713199948,"M19",-0.418330013267038,0.839506172839506,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_178","AMF_OTU_178",5,0,0.0285732960059963,"M9",0.630597004559667,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","sp"
"AMF_OTU_179","AMF_OTU_179",3,292,0.0300340788205407,"M12",-1.06414481213069,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_180","AMF_OTU_180",6,2475,0.0334476971762984,"M12",1.17055929334376,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_18","AMF_OTU_18",6,718,0.625696266883102,"M8",0.859710466632896,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_181","AMF_OTU_181",2,0,0.0302490216214234,"M3",-2.15216106158973,0.775510204081633,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","sp"
"AMF_OTU_182","AMF_OTU_182",3,506,0.0332261288752983,"M2",-1.05045444711065,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_183","AMF_OTU_183",9,2034,0.0338423126533148,"M3",1.12286664082943,0.73469387755102,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glo7"
"AMF_OTU_184","AMF_OTU_184",6,450,0.0293378378655758,"M3",-0.280716660207356,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU14"
"AMF_OTU_186","AMF_OTU_186",5,0,0.0342329541638058,"M18",0.178174161274949,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_188","AMF_OTU_188",2,1,0.026879453441268,"M5",-1.72800656346413,0.777777777777778,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",""
"AMF_OTU_189","AMF_OTU_189",4,0,0.0329328303073642,"M18",-0.356348322549899,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_190","AMF_OTU_190",5,0,0.0333154682090827,"M2",0.308957190326662,0.864197530864198,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_192","AMF_OTU_192",5,321,0.0253081976621336,"M13",0.206622697796402,0.8125,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_1","AMF_OTU_1",5,543,4.41345760891062,"M20",0.195047374401374,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_194","AMF_OTU_194",4,172,0.0236306608360504,"M9",-0.229308001658061,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_19","AMF_OTU_19",5,23,0.635596890308721,"M12",0.425657924852277,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","MO_P1"
"AMF_OTU_195","AMF_OTU_195",3,0,0.0226536009173979,"M8",-0.934467898514018,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_196","AMF_OTU_196",4,139,0.0239643036239919,"M9",-0.229308001658061,0.277777777777778,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","MO_G8"
"AMF_OTU_198","AMF_OTU_198",7,3048,0.0277050096160179,"M3",0.187144440138238,0.816326530612245,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato09_C1"
"AMF_OTU_199","AMF_OTU_199",2,0,0.0284467994317123,"M2",-1.73016026582931,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_20","AMF_OTU_20",5,0,0.620962913619914,"M3",-0.74857776055295,0.5,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","sp"
"AMF_OTU_201","AMF_OTU_201",6,1676,0.0264408612515964,"M18",0.712696645099798,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_203","AMF_OTU_203",7,88,0.0249226919222683,"M15",0.651764334685076,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato09_C1"
"AMF_OTU_204","AMF_OTU_204",5,329,0.0223202992875216,"M5",-0.119172866445802,0.73469387755102,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU14"
"AMF_OTU_206","AMF_OTU_206",5,61,0.0273286373031275,"M18",0.178174161274949,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_21","AMF_OTU_21",6,523,0.594663148118819,"M7",1.45240841228576,0.444444444444444,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_2","AMF_OTU_2",3,0,4.10304390224001,"M17",-0.737864787372622,0.375,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_22","AMF_OTU_22",6,600,0.582320786761163,"M16",0.559016994374947,0.82,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1"
"AMF_OTU_23","AMF_OTU_23",6,138,0.542100144072568,"M2",0.988663009045319,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","MO_P1"
"AMF_OTU_24","AMF_OTU_24",4,688,0.482422471099709,"M8",-0.336408443465046,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_25","AMF_OTU_25",4,1,0.438200110300807,"M7",0.247972167951227,0.653061224489796,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_26","AMF_OTU_26",5,815,0.444001199016566,"M12",0.425657924852277,0.75,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","",""
"AMF_OTU_27","AMF_OTU_27",4,104,0.427657629960236,"M5",-0.655450765451911,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","perpusillum"
"AMF_OTU_28","AMF_OTU_28",4,377,0.413964061074593,"M8",-0.336408443465046,0.625,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU16"
"AMF_OTU_29","AMF_OTU_29",4,16,0.454901994132025,"M7",0.247972167951227,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","","","",""
"AMF_OTU_30","AMF_OTU_30",6,19,0.419590701373967,"M20",0.975236872006867,0.666666666666667,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Yamato08_A1"
"AMF_OTU_31","AMF_OTU_31",5,0,0.371181073921527,"M15",-0.171516930180283,0,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_3","AMF_OTU_3",7,1634,2.44395346800378,"M3",0.187144440138238,0.429752066115702,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","sp"
"AMF_OTU_32","AMF_OTU_32",5,0,0.365099578286591,"M19",-1.25499003980111,0.722222222222222,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum"
"AMF_OTU_33","AMF_OTU_33",3,0,0.337727665871338,"M9",-1.08921300787579,0.56,"Peripheral nodes","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"AMF_OTU_34","AMF_OTU_34",1,0,0.29910933487635,"M8",-2.13058680861196,0.72,"Connectors","AMF","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU16"
