"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_326","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_327","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"OTU_328","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_329","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_330","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",""
"OTU_331","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_332","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"OTU_33","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",""
"OTU_333","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",""
"OTU_334","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",""
"OTU_335","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_336","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_337","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_338","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured_soil_bacterium"
"OTU_339","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter","Vicinamibacter_silvestris"
"OTU_340","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_341","Bacteria","Proteobacteria","Deltaproteobacteria","RCP2-54","","",""
"OTU_34","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",""
"OTU_342","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_343","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"OTU_344","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_345","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_346","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_347","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",""
"OTU_348","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_349","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_350","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",""
"OTU_35","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",""
"OTU_351","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_352","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_353","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_354","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_355","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_356","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",""
"OTU_357","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","metagenome"
"OTU_358","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_359","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",""
"OTU_360","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_361","Bacteria","","","","","",""
"OTU_362","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_36","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_363","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter","uncultured_gamma_proteobacterium"
"OTU_364","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_365","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_366","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_367","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",""
"OTU_368","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium",""
"OTU_369","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_370","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_371","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_372","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",""
"OTU_373","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_374","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","",""
"OTU_375","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_376","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_37","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",""
"OTU_378","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_379","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",""
"OTU_380","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_381","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"OTU_38","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_382","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_384","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",""
"OTU_386","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_387","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","",""
"OTU_388","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_soil_bacterium"
"OTU_389","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_390","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",""
"OTU_391","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_39","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_392","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter","uncultivated_soil_bacterium_clone_C002"
"OTU_393","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_394","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_395","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_397","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_398","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora",""
"OTU_399","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_400","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_401","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"OTU_40","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_402","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_403","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_404","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_405","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_406","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_407","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_408","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_409","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_411","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_41","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",""
"OTU_413","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_414","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",""
"OTU_415","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_416","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_418","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"OTU_420","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",""
"OTU_421","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_42","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora",""
"OTU_423","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_424","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_425","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_426","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Gemmatimonadetes_bacterium"
"OTU_43","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured_Flavobacterium_sp."
"OTU_433","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured_bacterium"
"OTU_434","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_435","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_438","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",""
"OTU_44","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella",""
"OTU_448","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_449","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_451","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_45","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Gemmatimonadetes_bacterium"
"OTU_454","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_456","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_46","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",""
"OTU_47","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_474","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_48","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured",""
"OTU_4","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Cupriavidus",""
"OTU_49","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured_bacterium"
"OTU_50","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_51","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured_soil_bacterium"
"OTU_52","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_53","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_54","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",""
"OTU_55","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_56","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","",""
"OTU_57","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_58","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella",""
"OTU_59","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_60","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_61","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes",""
"OTU_62","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_6","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",""
"OTU_63","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_64","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured_Chitinophagaceae_bacterium"
"OTU_65","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_66","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",""
"OTU_67","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",""
"OTU_68","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncultured","",""
"OTU_69","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",""
"OTU_70","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_71","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_72","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_73","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"OTU_74","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","uncultured_bacterium"
"OTU_75","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_76","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_77","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_78","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Gemmatimonadetes_bacterium"
"OTU_79","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_80","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_81","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","uncultured",""
"OTU_82","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_83","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_84","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_8","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella",""
"OTU_85","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured_bacterium"
"OTU_86","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_87","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"OTU_89","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_90","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter","metagenome"
"OTU_91","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_92","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_93","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_94","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",""
"OTU_9","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",""
"OTU_95","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",""
"OTU_96","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",""
"OTU_97","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_98","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_99","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
