ID,study,OF2,tillage2,irrigation2,cropland.type,rryield,varyield,rrSOC,varSOC,rrN2O,varN2O,rrCH4,varCH4,rrMWD,varMWD
553,35,No,Conventional,flooding,paddy,0.185403223,0.011456953,0.478490243,0.004364336,,,1.90397146,0.122897496,,
554,35,No,Conventional,flooding,paddy,,,0.041964199,0.004364336,,,,,,
555,35,No,Conventional,flooding,paddy,,,0.068992871,0.004364336,,,,,,
556,35,No,Conventional,flooding,paddy,,,0.068992871,0.004364336,,,,,,
557,35,No,Conventional,flooding,paddy,,,0.068992871,0.004364336,,,,,,
558,62,No,Conventional,irrigated,upland,,,,,0.613104492,0.086129242,,,,
559,62,No,Conventional,irrigated,upland,,,,,0.61310446,0.086129249,,,,
560,63,No,Conventional,rainfed,upland,,,,,-1.278874113,2.244903764,,,,
561,63,No,Conventional,rainfed,upland,,,,,-0.378973493,0.085316552,,,,
562,64,No,Conservation,rainfed,upland,,,0.312872321,0.005566094,,,,,,
563,65,No,Conservation,rainfed,upland,,,0.066090112,0.00488944,,,,,,
564,66,No,Conservation,rainfed,upland,,,0.186877373,0.011043897,,,,,,
565,67,No,Conventional,irrigated,upland,,,,,0,0,,,,
566,67,Yes,Conventional,irrigated,upland,,,,,0,0,,,,
567,67,Yes,Conventional,irrigated,upland,,,,,0,0,,,,
568,67,No,Conventional,irrigated,upland,,,,,0,0.064596955,,,,
569,67,Yes,Conventional,irrigated,upland,,,,,0,0.064596955,,,,
570,67,Yes,Conventional,irrigated,upland,,,,,0,0.064596955,,,,
571,67,No,Conventional,rainfed,upland,,,,,1.871802178,0.064596938,,,,
572,67,Yes,Conventional,rainfed,upland,,,,,-0.454018333,0.064596939,,,,
573,67,Yes,Conventional,rainfed,upland,,,,,0.191538212,0.064596939,,,,
574,67,No,Conventional,rainfed,upland,,,,,-0.530628254,0.064596938,,,,
575,67,Yes,Conventional,rainfed,upland,,,,,0.066691376,0.064596938,,,,
576,67,Yes,Conventional,rainfed,upland,,,,,-5.081404383,0.064596947,,,,
577,67,No,Conventional,rainfed,upland,,,,,2.273597555,0.064596938,,,,
578,67,Yes,Conventional,rainfed,upland,,,,,-1.738649645,0.064596938,,,,
579,67,Yes,Conventional,rainfed,upland,,,,,2.921624296,0.064596939,,,,
580,67,No,Conventional,rainfed,upland,,,,,0.200670695,0.064596939,,,,
581,67,Yes,Conventional,rainfed,upland,,,,,0.136644326,0.064596939,,,,
582,67,Yes,Conventional,rainfed,upland,,,,,-1.456361924,0.064596939,,,,
583,67,No,Conventional,rainfed,upland,,,,,-1.79175947,0.064596939,,,,
584,67,Yes,Conventional,rainfed,upland,,,,,0.336810703,0.064596939,,,,
585,67,Yes,Conventional,rainfed,upland,,,,,1.457137372,0.064596939,,,,
586,67,No,Conventional,rainfed,upland,,,,,2.302585093,0.064596939,,,,
587,67,Yes,Conventional,rainfed,upland,,,,,-1.531801945,0.064596939,,,,
588,67,Yes,Conventional,rainfed,upland,,,,,0.652241682,0.064596939,,,,
589,68,No,Conventional,irrigated,upland,,,0.250913225,0.003273252,,,,,,
590,68,No,Conventional,irrigated,upland,,,0.078349564,0.003273252,,,,,,
591,69,No,Conservation,rainfed,upland,-0.056414089,0.005728477,,,,,,,,
592,69,No,Conventional,rainfed,upland,-0.150935243,0.005728477,,,,,,,,
593,69,No,Conventional,rainfed,upland,0,0.005728477,,,,,,,,
594,69,No,Conservation,rainfed,upland,0.028087582,0.005728477,0.016694879,0.002182168,,,,,,
595,69,No,Conventional,rainfed,upland,-0.027664281,0.005728477,0.00793655,0.002182168,,,,,,
596,69,No,Conventional,rainfed,upland,0.090352077,0.005728477,0.110665568,0.002182168,,,,,,
597,69,No,Conservation,rainfed,upland,-0.003502631,0.005728477,,,,,,,,
598,69,No,Conventional,rainfed,upland,-0.019583427,0.005728477,,,,,,,,
599,69,No,Conventional,rainfed,upland,0.052868236,0.005728477,,,,,,,,
600,69,No,Conservation,rainfed,upland,-0.089020851,0.005728477,,,,,,,,
601,69,No,Conventional,rainfed,upland,-0.171108692,0.005728477,,,,,,,,
602,69,No,Conventional,rainfed,upland,0.062520357,0.005728477,,,,,,,,
603,69,No,Conservation,rainfed,upland,-0.041080026,0.005728477,0.06227693,0.002182168,,,,,,
604,69,No,Conventional,rainfed,upland,-0.010347469,0.005728477,0.185998032,0.002182168,,,,,,
605,69,No,Conventional,rainfed,upland,-0.085400372,0.005728477,0.039891329,0.002182168,,,,,,
606,69,No,Conservation,rainfed,upland,-0.214070255,0.005728477,,,,,,,,
607,69,No,Conventional,rainfed,upland,0.020906685,0.005728477,,,,,,,,
608,69,No,Conventional,rainfed,upland,0,0.005728477,,,,,,,,
609,69,No,Conservation,rainfed,upland,-0.062864371,0.005728477,-0.028170877,0.002182168,,,,,,
610,69,No,Conventional,rainfed,upland,-0.073938428,0.005728477,0.146860247,0.002182168,,,,,,
611,69,No,Conventional,rainfed,upland,-0.004285721,0.005728477,-0.017493157,0.002182168,,,,,,
612,69,No,Conservation,rainfed,upland,,,0.105919019,0.002182168,,,,,,
613,69,No,Conventional,rainfed,upland,,,0.06701071,0.002182168,,,,,,
614,69,No,Conventional,rainfed,upland,,,-0.035809453,0.002182168,,,,,,
615,69,No,Conservation,rainfed,upland,,,0.086568016,0.002182168,,,,,,
616,69,No,Conventional,rainfed,upland,,,0.063421826,0.002182168,,,,,,
617,69,No,Conventional,rainfed,upland,,,0.043722811,0.002182168,,,,,,
618,69,No,Conservation,rainfed,upland,,,0.043802623,0.002182168,,,,,,
619,69,No,Conventional,rainfed,upland,,,-0.059316577,0.002182168,,,,,,
620,69,No,Conventional,rainfed,upland,,,0.026111144,0.002182168,,,,,,
621,70,Yes,Conventional,rainfed,upland,,,0.061452779,0.004364336,,,,,,
622,70,Yes,Conventional,rainfed,upland,,,0.075637414,0.004364336,,,,,,
623,70,Yes,Conventional,rainfed,upland,,,0.078893942,0.004364336,,,,,,
624,70,Yes,Conventional,rainfed,upland,,,0.064538521,0.004364336,,,,,,
625,70,Yes,Conventional,rainfed,upland,,,0.074107972,0.004364336,,,,,,
626,70,Yes,Conventional,rainfed,upland,,,0.070451661,0.004364336,,,,,,
627,70,Yes,Conventional,rainfed,upland,,,0.067593291,0.004364336,,,,,,
628,70,Yes,Conventional,rainfed,upland,,,0.033225648,0.004364336,,,,,,
629,70,Yes,Conventional,rainfed,upland,,,0.053704179,0.004364336,,,,,,
630,70,Yes,Conventional,rainfed,upland,,,0.073611817,0.004364336,,,,,,
631,71,No,Conventional,rainfed,upland,-0.118786212,0.011456953,,,0.043802623,0.012391495,,,,
632,71,No,Conventional,rainfed,upland,-0.087433787,0.011456953,,,0.687637525,0.047852505,,,,
633,72,No,Conventional,irrigated,upland,0.109882852,0.008592715,,,,,,,,
634,72,No,Conventional,irrigated,upland,0.036273407,0.008592715,,,,,,,,
635,72,No,Conventional,irrigated,upland,0.078927259,0.008592715,,,,,,,,
636,72,No,Conventional,irrigated,upland,0.027089693,0.008592715,,,,,,,,
637,72,No,Conventional,irrigated,upland,0.033806036,0.008592715,,,,,,,,
638,72,No,Conventional,irrigated,upland,0.037944932,0.008592715,,,,,,,,
639,73,No,Conventional,rainfed,upland,0.105868001,0.001941632,,,1.01160091,0.086129249,,,,
640,73,No,Conventional,rainfed,upland,0.045770701,5.99E-05,,,0.628608658,0.086129252,,,,
641,73,No,Conventional,rainfed,upland,-0.012500163,0.001735755,,,-0.693147181,0.08612925,,,,
642,73,No,Conventional,rainfed,upland,-0.045742363,0.001572322,,,-0.405465108,0.086129253,,,,
643,73,No,Conventional,rainfed,upland,0.235801948,0.001899125,,,0.121360857,0.086129251,,,,
644,73,No,Conventional,rainfed,upland,0.296530424,0.001802799,,,-0.200670697,0.086129252,,,,
645,73,No,Conventional,rainfed,upland,0.144299974,0.002516603,,,-0.105360515,0.086129251,,,,
646,73,No,Conventional,rainfed,upland,-0.022247859,0.000349995,,,0.028987537,0.086129252,,,,
647,74,No,Conventional,irrigated,upland,,,,,1.15267951,0.064596939,,,,
648,74,No,Conventional,irrigated,upland,,,,,0,0.064596939,,,,
649,75,No,Conventional,rainfed,upland,,,,,1.970989833,0.045990664,,,,
650,75,No,Conventional,rainfed,upland,,,,,1.197283816,0.053017432,,,,
651,75,No,Conventional,rainfed,upland,,,,,1.083686638,0.058316468,,,,
652,76,No,Conservation,rainfed,upland,,,,,-1.266493257,0.035567725,,,,
653,76,No,Conservation,rainfed,upland,,,,,-0.254114766,0.059427996,,,,
654,76,No,Conservation,rainfed,upland,,,,,-0.689970789,0.054535047,,,,
655,76,No,Conservation,rainfed,upland,,,,,-3.062223964,0.157139512,,,,
656,76,No,Conservation,rainfed,upland,,,,,-1.594740291,0.174854323,,,,
657,76,No,Conservation,rainfed,upland,,,,,-1.723182618,0.054963694,,,,
658,38,No,Conventional,rainfed,upland,,,,,-0.040328045,0.240798161,,,,
659,38,No,Conventional,rainfed,upland,,,,,0.021053409,0.268629125,,,,
660,38,No,Conventional,rainfed,upland,,,,,-0.018349139,0.322229938,,,,
661,77,No,Conventional,rainfed,upland,,,,,-0.040328045,0.240798161,,,,
662,77,No,Conventional,rainfed,upland,,,,,0.021053409,0.268629125,,,,
663,77,No,Conventional,rainfed,upland,,,,,-0.018349139,0.322229938,,,,
664,78,No,Conservation,rainfed,upland,-0.215388235,0.008592715,,,0.315081047,0.064596939,,,,
665,78,No,Conservation,rainfed,upland,-0.082930379,0.008592715,,,0.062800901,0.064596939,,,,
666,78,No,Conservation,rainfed,upland,-0.295069969,0.008592715,,,0.736497622,0.064596939,,,,
667,78,No,Conservation,rainfed,upland,-0.050131758,0.008592715,,,0.482582412,0.064596939,,,,
668,79,No,Conservation,rainfed,upland,,,-0.02974197,0.003273252,,,,,,
669,79,No,Conservation,rainfed,upland,,,0.09431068,0.003273252,,,,,,
670,79,No,Conservation,rainfed,upland,,,0.023077947,0.003273252,,,,,,
671,79,No,Conservation,rainfed,upland,,,0.131096524,0.003273252,,,,,,
672,80,No,Conventional,rainfed,upland,,,,,0.660886318,0.007709659,,,,
673,46,No,Conventional,rainfed,upland,,,,,1.163150809,0.064596939,,,,
674,46,Yes,Conventional,rainfed,upland,,,,,1.373715579,0.064596939,,,,
675,46,No,Conventional,rainfed,upland,,,,,1.620487748,0.064596939,,,,
676,46,Yes,Conventional,rainfed,upland,,,,,1.602269423,0.064596939,,,,
677,81,No,Conservation,rainfed,upland,0.229185866,0.008592715,,,,,,,,
678,81,No,Conservation,rainfed,upland,0.049271049,0.008592715,,,,,,,,
679,81,No,Conservation,rainfed,upland,0.171318483,0.008592715,,,,,,,,
680,81,No,Conservation,rainfed,upland,0.123379021,0.008592715,,,,,,,,
681,81,No,Conservation,rainfed,upland,0.127833372,0.008592715,,,,,,,,
682,81,No,Conservation,rainfed,upland,0.034742948,0.008592715,,,,,,,,
683,81,No,Conservation,rainfed,upland,0.096228032,0.008592715,,,,,,,,
684,81,No,Conservation,rainfed,upland,0.010050336,0.008592715,,,,,,,,
685,81,No,Conservation,rainfed,upland,0.261874188,0.008592715,,,,,,,,
686,81,No,Conservation,rainfed,upland,-0.12899212,0.008592715,,,,,,,,
687,81,No,Conservation,rainfed,upland,-0.045610511,0.008592715,,,,,,,,
688,81,No,Conservation,rainfed,upland,-0.025807884,0.008592715,,,,,,,,
689,81,No,Conservation,rainfed,upland,-0.421516817,0.008592715,,,,,,,,
690,81,No,Conservation,rainfed,upland,-0.24406145,0.008592715,,,,,,,,
691,81,No,Conservation,rainfed,upland,-0.227932068,0.008592715,,,,,,,,
692,81,No,Conservation,rainfed,upland,0.061748007,0.008592715,,,,,,,,
693,81,No,Conservation,rainfed,upland,0.384784903,0.008592715,,,,,,,,
694,81,No,Conservation,rainfed,upland,0.310447283,0.008592715,,,,,,,,
695,81,No,Conservation,rainfed,upland,0.294239473,0.008592715,,,,,,,,
696,81,No,Conservation,rainfed,upland,0.357551752,0.008592715,,,,,,,,
697,81,No,Conservation,rainfed,upland,0.00873368,0.008592715,,,,,,,,
698,81,No,Conservation,rainfed,upland,0.10404386,0.008592715,,,,,,,,
699,81,No,Conservation,rainfed,upland,-0.131028262,0.008592715,,,,,,,,
700,81,No,Conservation,rainfed,upland,0.32322701,0.008592715,,,,,,,,
701,81,No,Conservation,rainfed,upland,1.045502463,0.008592715,,,,,,,,
702,81,No,Conservation,rainfed,upland,0.346276237,0.008592715,,,,,,,,
703,81,No,Conservation,rainfed,upland,-0.109199292,0.008592715,,,,,,,,
704,81,No,Conservation,rainfed,upland,-0.090151097,0.008592715,,,,,,,,
705,81,No,Conservation,rainfed,upland,0.859537915,0.008592715,,,,,,,,
706,81,No,Conservation,rainfed,upland,-0.109199292,0.008592715,,,,,,,,
707,81,No,Conservation,rainfed,upland,0.082691716,0.008592715,,,,,,,,
708,81,No,Conservation,rainfed,upland,0.405465108,0.008592715,,,,,,,,
709,81,No,Conservation,rainfed,upland,1.291346435,0.008592715,,,,,,,,
710,81,No,Conservation,rainfed,upland,0.122602322,0.008592715,,,,,,,,
711,81,No,Conservation,rainfed,upland,0.122602322,0.008592715,,,,,,,,
712,81,No,Conservation,rainfed,upland,0.042559615,0.008592715,,,,,,,,
713,81,No,Conservation,rainfed,upland,0.953279301,0.008592715,,,,,,,,
714,81,No,Conservation,rainfed,upland,0.276753002,0.008592715,,,,,,,,
715,81,No,Conservation,rainfed,upland,-0.173663494,0.008592715,,,,,,,,
716,81,No,Conservation,rainfed,upland,0.419853846,0.008592715,,,,,,,,
717,82,No,Conservation,rainfed,paddy,-0.019676561,0.008592715,0.054243231,0.00063381,,,,,,
718,82,No,Conservation,rainfed,paddy,-0.019676561,0.008592715,0.07720875,0.000731045,,,,,,
719,82,No,Conservation,rainfed,paddy,0.089199083,0.008592715,0.059514128,0.000912417,,,,,,
720,82,No,Conservation,rainfed,paddy,0.132326111,0.008592715,0.134415436,0.000907278,,,,,,
721,82,No,Conservation,rainfed,paddy,-0.111753649,0.008592715,0.078324199,0.000340258,,,,,,
722,82,No,Conservation,rainfed,paddy,-0.124487081,0.008592715,0.133531393,0.000290871,,,,,,
723,82,No,Conservation,rainfed,paddy,0.133999448,0.008592715,0.070826053,0.000182895,,,,,,
724,82,No,Conservation,rainfed,paddy,-0.106609735,0.008592715,0.124893274,0.000168888,,,,,,
725,82,No,Conservation,rainfed,paddy,-0.208151179,0.008592715,0.092709398,0.00017524,,,,,,
726,82,No,Conservation,rainfed,paddy,0.033790681,0.008592715,0.157247919,0.000129638,,,,,,
727,82,No,Conservation,rainfed,upland,-0.371493609,0.008592715,0.081362404,0.000161977,,,,,,
728,82,No,Conservation,rainfed,upland,-0.443388398,0.008592715,0.122065697,0.000155073,,,,,,
729,82,No,Conservation,rainfed,upland,-0.246070444,0.008592715,0.102057193,0.00016999,,,,,,
730,82,No,Conservation,rainfed,upland,-0.287083807,0.008592715,0.155365747,0.000199632,,,,,,
731,82,No,Conservation,rainfed,upland,-0.128542769,0.008592715,0.077386664,0.00020272,,,,,,
732,82,No,Conservation,rainfed,upland,-0.111382331,0.008592715,0.142891835,0.000175646,,,,,,
733,82,No,Conservation,rainfed,upland,-0.177233016,0.008592715,0.091916511,0.000194695,,,,,,
734,82,No,Conservation,rainfed,upland,-0.14242034,0.008592715,0.147026874,0.00015149,,,,,,
735,83,No,Conservation,rainfed,upland,,,1.005521865,0.004568255,,,,,,
736,83,No,Conservation,rainfed,upland,,,1.136764054,0.038167474,,,,,,
737,83,No,Conservation,rainfed,upland,,,0.16507975,0.002666444,,,,,,
738,83,No,Conservation,rainfed,upland,,,0.261706586,0.010309663,,,,,,
739,83,No,Conservation,rainfed,upland,,,0.120836473,0.00408762,,,,,,
740,83,No,Conservation,rainfed,upland,,,0.160682381,0.010415302,,,,,,
741,83,No,Conservation,rainfed,upland,,,0.050430854,0.006435899,,,,,,
742,83,No,Conservation,rainfed,upland,,,-0.109199292,0.008084645,,,,,,
743,84,No,Conservation,rainfed,upland,,,,,1.623622548,0.064596939,,,,
744,84,No,Conservation,rainfed,upland,,,,,1.471816535,0.064596939,,,,
745,84,No,Conservation,rainfed,upland,,,,,1.189584067,0.064596939,,,,
746,84,No,Conservation,rainfed,upland,,,,,1.609437912,0.064596939,,,,
747,84,No,Conservation,rainfed,upland,,,,,1.767661918,0.064596939,,,,
748,84,No,Conservation,rainfed,upland,,,,,1.609437912,0.064596939,,,,
749,84,No,Conservation,rainfed,upland,,,,,-0.245672665,0.064596939,,,,
750,84,No,Conservation,rainfed,upland,,,,,0.038839833,0.064596939,,,,
751,84,No,Conservation,rainfed,upland,,,,,0,0.064596939,,,,
752,84,No,Conservation,rainfed,upland,,,,,-0.126484147,0.064596939,,,,
753,84,No,Conservation,rainfed,upland,,,,,0.312133169,0.064596939,,,,
754,84,No,Conservation,rainfed,upland,,,,,0.085359849,0.064596939,,,,
755,85,No,Conventional,rainfed,upland,,,,,,,,,0.103032226,0.010988094
756,85,No,Conventional,rainfed,upland,,,,,,,,,0.007722046,0.010988094
757,85,No,Conventional,rainfed,upland,,,,,,,,,0.033039854,0.010988094
758,85,No,Conventional,rainfed,upland,,,,,,,,,0.111473867,0.010988094
759,85,No,Conventional,rainfed,upland,,,,,,,,,0.063948725,0.010988094
760,85,No,Conventional,rainfed,upland,,,,,,,,,0.059514127,0.010988094
761,87,No,Conservation,rainfed,upland,-0.33332758,0.024227861,,,,,,,,
762,87,No,Conservation,rainfed,upland,-0.162055859,0.014295371,,,,,,,,
763,87,No,Conservation,rainfed,upland,-0.102654154,0.005301377,,,,,,,,
764,87,No,Conservation,rainfed,upland,-0.102654154,0.00757392,,,,,,,,
765,87,No,Conservation,rainfed,upland,-0.106294659,0.008864314,,,,,,,,
766,87,No,Conservation,rainfed,upland,-0.051735675,0.010732074,,,,,,,,
767,85,No,Conventional,rainfed,upland,,,0.096119132,0.004364336,,,,,0.283126256,0.010988094
768,85,No,Conventional,rainfed,upland,,,0.079814423,0.004364336,,,,,0.23038996,0.010988094
769,85,No,Conventional,rainfed,upland,,,0.104172867,0.004364336,,,,,0.18610228,0.010988094
770,85,No,Conventional,rainfed,upland,,,0.056014642,0.004364336,,,,,,
771,85,No,Conventional,rainfed,upland,,,0.094187215,0.004364336,,,,,,
772,85,No,Conventional,rainfed,upland,,,0.008196767,0.004364336,,,,,,
773,88,No,Conventional,irrigated,upland,-0.088292607,0.002732106,,,0.509627301,0.007651086,,,,
774,88,No,Conventional,irrigated,upland,0.068053463,0.009673605,,,0.427183632,0.021977788,,,,
775,88,No,Conventional,irrigated,upland,-0.050552279,0.002457514,,,0.634578826,0.011685567,,,,
776,88,No,Conventional,irrigated,upland,0.061452779,0.004954081,,,0.61210597,0.048876071,,,,
777,89,No,Conservation,rainfed,upland,-0.421213465,0.008592715,0.041480601,0.003273252,,,,,,
778,89,No,Conservation,rainfed,upland,0.247836164,0.008592715,0.111225635,0.003273252,,,,,,
779,89,No,Conservation,rainfed,upland,0.723918839,0.008592715,-0.048202102,0.003273252,,,,,,
780,89,No,Conservation,rainfed,upland,-0.287682072,0.008592715,0.015178342,0.003273252,,,,,,
781,89,No,Conservation,rainfed,upland,0.426084395,0.008592715,0.036955707,0.003273252,,,,,,
782,89,No,Conservation,rainfed,upland,-0.330241687,0.008592715,-0.037152266,0.003273252,,,,,,
783,89,No,Conservation,rainfed,upland,-0.330241687,0.008592715,-0.002355714,0.003273252,,,,,,
784,89,No,Conservation,rainfed,upland,-0.169899037,0.008592715,-0.03471324,0.003273252,,,,,,
785,89,No,Conservation,rainfed,upland,,,-0.080665373,0.003273252,,,,,,
786,89,No,Conservation,rainfed,upland,,,0.058920529,0.003273252,,,,,,
787,89,No,Conservation,rainfed,upland,,,-0.070594794,0.003273252,,,,,,
788,89,No,Conservation,rainfed,upland,,,-0.081678031,0.003273252,,,,,,
789,89,No,Conservation,rainfed,upland,,,-0.009380932,0.003273252,,,,,,
790,89,No,Conservation,rainfed,upland,,,-0.014104606,0.003273252,,,,,,
791,89,No,Conservation,rainfed,upland,,,-0.051735674,0.003273252,,,,,,
792,89,No,Conservation,rainfed,upland,,,-0.019802627,0.003273252,,,,,,
793,89,No,Conservation,rainfed,upland,,,-0.019991146,0.003273252,,,,,,
794,89,No,Conservation,rainfed,upland,,,-0.003304228,0.003273252,,,,,,
795,89,No,Conservation,rainfed,upland,,,-0.104209226,0.003273252,,,,,,
796,89,No,Conservation,rainfed,upland,,,-0.083504552,0.003273252,,,,,,
797,89,No,Conservation,rainfed,upland,,,-0.039409232,0.003273252,,,,,,
798,89,No,Conservation,rainfed,upland,,,-0.097952688,0.003273252,,,,,,
799,89,No,Conservation,rainfed,upland,,,-0.007568626,0.003273252,,,,,,
800,89,No,Conservation,rainfed,upland,,,-0.041863221,0.003273252,,,,,,
801,89,No,Conservation,rainfed,upland,,,-0.032697389,0.003273252,,,,,,
802,89,No,Conservation,rainfed,upland,,,-0.00556175,0.003273252,,,,,,
803,89,No,Conservation,rainfed,upland,,,0.043414305,0.003273252,,,,,,
804,89,No,Conservation,rainfed,upland,,,0.038089479,0.003273252,,,,,,
805,89,No,Conservation,rainfed,upland,,,0.062352273,0.003273252,,,,,,
806,89,No,Conservation,rainfed,upland,,,0.002769318,0.003273252,,,,,,
807,89,No,Conservation,rainfed,upland,,,0.014864023,0.003273252,,,,,,
808,89,No,Conservation,rainfed,upland,,,0.087565854,0.003273252,,,,,,
809,89,No,Conservation,rainfed,upland,,,0.043072182,0.003273252,,,,,,
810,89,No,Conservation,rainfed,upland,,,0.117309663,0.003273252,,,,,,
811,89,No,Conservation,rainfed,upland,,,0.073431657,0.003273252,,,,,,
812,89,No,Conservation,rainfed,upland,,,0.105029178,0.003273252,,,,,,
813,89,No,Conservation,rainfed,upland,,,0.080879665,0.003273252,,,,,,
814,89,No,Conservation,rainfed,upland,,,0.118571493,0.003273252,,,,,,
815,89,No,Conservation,rainfed,upland,,,0.055684962,0.003273252,,,,,,
816,89,No,Conservation,rainfed,upland,,,-0.065517072,0.003273252,,,,,,
817,89,No,Conservation,rainfed,upland,,,0.030742094,0.003273252,,,,,,
818,89,No,Conservation,rainfed,upland,,,0.183540326,0.003273252,,,,,,
819,89,No,Conservation,rainfed,upland,,,0.157628944,0.003273252,,,,,,
820,89,No,Conservation,rainfed,upland,,,0.011639317,0.003273252,,,,,,
821,89,No,Conservation,rainfed,upland,,,-0.046427105,0.003273252,,,,,,
822,89,No,Conservation,rainfed,upland,,,0.008258488,0.003273252,,,,,,
823,89,No,Conservation,rainfed,upland,,,0.0135661,0.003273252,,,,,,
824,89,No,Conservation,rainfed,upland,,,-0.068122171,0.003273252,,,,,,
825,89,No,Conservation,rainfed,upland,0.055569851,0.008592715,,,,,,,,
826,89,No,Conservation,rainfed,upland,0.240141128,0.008592715,,,,,,,,
827,89,No,Conservation,rainfed,upland,0.182321557,0.008592715,,,,,,,,
828,89,No,Conservation,rainfed,upland,0.133531393,0.008592715,,,,,,,,
829,89,No,Conservation,rainfed,upland,0,0.008592715,,,,,,,,
830,89,No,Conservation,rainfed,upland,0.041964199,0.008592715,,,,,,,,
831,89,No,Conservation,rainfed,upland,0.108213585,0.008592715,,,,,,,,
832,89,No,Conservation,rainfed,upland,0.014184635,0.008592715,,,,,,,,
833,89,No,Conservation,rainfed,upland,-0.113328685,0.008592715,,,,,,,,
834,89,No,Conservation,rainfed,upland,0.251314428,0.008592715,,,,,,,,
835,89,No,Conservation,rainfed,upland,-0.036367644,0.008592715,,,,,,,,
836,89,No,Conservation,rainfed,upland,-0.018018506,0.008592715,,,,,,,,
837,89,No,Conservation,rainfed,upland,-0.414433778,0.008592715,,,,,,,,
838,89,No,Conservation,rainfed,upland,-0.241162057,0.008592715,,,,,,,,
839,89,No,Conservation,rainfed,upland,-0.218689201,0.008592715,,,,,,,,
840,89,No,Conservation,rainfed,upland,0.068992871,0.008592715,,,,,,,,
841,89,No,Conservation,rainfed,upland,0.315081047,0.008592715,,,,,,,,
842,89,No,Conservation,rainfed,upland,0.384674338,0.008592715,,,,,,,,
843,89,No,Conservation,rainfed,upland,0.296898728,0.008592715,,,,,,,,
844,89,No,Conservation,rainfed,upland,0.315081047,0.008592715,,,,,,,,
845,89,No,Conservation,rainfed,upland,0,0.008592715,,,,,,,,
846,89,No,Conservation,rainfed,upland,0.105360516,0.008592715,,,,,,,,
847,89,No,Conservation,rainfed,upland,-0.131769278,0.008592715,,,,,,,,
848,89,No,Conservation,rainfed,upland,0.315081047,0.008592715,,,,,,,,
849,90,Yes,Conservation,irrigated,upland,-0.543886486,0.011456953,,,-0.295321529,0.043030082,,,,
850,90,Yes,Conservation,irrigated,upland,0.10047053,0.011456953,,,0.318038535,0.041758844,,,,
851,90,Yes,Conservation,irrigated,upland,-0.120836473,0.011456953,,,0.695427683,0.042604203,,,,
852,90,Yes,Conventional,irrigated,upland,,,,,-0.202417421,0.065304161,,,,
853,90,Yes,Conventional,irrigated,upland,,,,,-0.010526413,0.066192994,,,,
854,90,Yes,Conventional,irrigated,upland,,,,,0.26918749,0.065750384,,,,
855,90,Yes,Conservation,irrigated,upland,-0.070951736,0.011456953,,,-0.178555074,0.045396832,,,,
856,90,Yes,Conservation,irrigated,upland,0.013605652,0.011456953,,,0.301733826,0.043573525,,,,
857,90,Yes,Conservation,irrigated,upland,-0.049132689,0.011456953,,,0.56230758,0.043338629,,,,
858,90,No,Conservation,irrigated,upland,,,,,0.349375641,0.115203732,,,,
859,90,No,Conservation,irrigated,upland,,,,,1.086417016,0.092037741,,,,
860,90,No,Conservation,irrigated,upland,,,,,1.210316278,0.114041548,,,,
861,91,No,Conventional,rainfed,upland,,,0.055741983,0.004364336,,,,,,
862,91,No,Conventional,rainfed,upland,,,0.01892801,0.004364336,,,,,,
863,91,No,Conventional,rainfed,upland,,,0.055741983,0.004364336,,,,,,
864,91,No,Conventional,rainfed,upland,,,0.006349228,0.004364336,,,,,,
865,91,No,Conventional,rainfed,upland,,,-0.019293203,0.004364336,,,,,,
866,91,No,Conventional,rainfed,upland,,,0.076961041,0.004364336,,,,,,
867,91,No,Conventional,rainfed,upland,,,0.026317308,0.004364336,,,,,,
868,91,No,Conventional,rainfed,upland,,,0.032789823,0.004364336,,,,,,
869,91,No,Conventional,rainfed,upland,,,-0.006688988,0.004364336,,,,,,
870,91,No,Conventional,rainfed,upland,,,-0.040821995,0.004364336,,,,,,
871,91,No,Conventional,rainfed,upland,,,0.076961041,0.004364336,,,,,,
872,91,No,Conventional,rainfed,upland,,,0.026317308,0.004364336,,,,,,
873,91,No,Conventional,rainfed,upland,,,0.032789823,0.004364336,,,,,,
874,91,No,Conventional,rainfed,upland,,,-0.006688988,0.004364336,,,,,,
875,91,No,Conventional,rainfed,upland,,,0.052643733,0.004364336,,,,,,
876,91,No,Conventional,rainfed,upland,,,0.01342302,0.004364336,,,,,,
877,91,No,Conventional,rainfed,upland,,,0.033225648,0.004364336,,,,,,
878,91,No,Conventional,rainfed,upland,,,-0.020478531,0.004364336,,,,,,
879,92,No,Conventional,rainfed,upland,,,0.09115217,0.003273252,,,,,,
880,92,No,Conventional,rainfed,upland,,,0.055059777,0.003273252,,,,,,
881,93,No,Conventional,rainfed,upland,,,0.003508776,0.003273252,,,,,,
882,93,No,Conventional,rainfed,upland,,,0.018797546,0.003273252,,,,,,
883,28,No,Conventional,intermittent,paddy,,,0.101833547,0.000595668,,,,,,
884,28,No,Conventional,intermittent,paddy,,,0.135434468,0.000557078,,,,,,
885,28,No,Conventional,intermittent,paddy,,,0.161704094,0.000526297,,,,,,
886,28,No,Conventional,intermittent,paddy,,,0.067064231,0.000558628,,,,,,
887,28,No,Conventional,intermittent,paddy,,,0.130702947,0.00062167,,,,,,
888,28,No,Conventional,intermittent,paddy,,,0.171545277,0.000556104,,,,,,
