study,rr,var,rrinter,varinter,variable,management
167,-0.606135804,0.129193878,,,N2O,Conservation tillage
167,0.74893854,0.129193877,-0.05579136,0.258387755,N2O,Conservation tillage
167,0.693147181,0.129193878,,,N2O,Conservation tillage
20,-1.277842653,0.092173122,1.636849506,0.184346244,CH4,Conservation tillage
20,0.359006853,0.092173122,,,CH4,Conservation tillage
27,0.673878762,0.001642934,-0.049860776,0.003311583,CH4,Conservation tillage
27,0.624017986,0.001668649,,,CH4,Conservation tillage
11,2.944439003,21.48938255,-1.047319017,29.85271588,CH4,Conservation tillage
11,1.897119986,8.363333333,,,CH4,Conservation tillage
11,-0.051293297,0.456881346,0.002503134,0.614621331,CH4,Conservation tillage
11,-0.048790163,0.157739984,,,CH4,Conservation tillage
40,0.510825624,1.89437586,-0.693147181,2.219821676,CH4,Conservation tillage
40,-0.182321557,0.325445816,,,CH4,Conservation tillage
40,0.459532329,5.33635349,-0.628608659,11.08847859,CH4,Conservation tillage
40,-0.16907633,5.7521251,,,CH4,Conservation tillage
137,0.114895748,0.00824107,1.22E-09,0.016482141,MWD,Conservation tillage
137,0.114895749,0.00824107,,,MWD,Conservation tillage
137,0.224340438,0.00824107,1.04E-09,0.016482141,MWD,Conservation tillage
137,0.224340439,0.00824107,,,MWD,Conservation tillage
137,0.061414644,0.00824107,9.96E-10,0.016482141,MWD,Conservation tillage
137,0.061414645,0.00824107,,,MWD,Conservation tillage
137,0.141179613,0.00824107,1.90E-09,0.016482141,MWD,Conservation tillage
137,0.141179615,0.00824107,,,MWD,Conservation tillage
137,-0.035664999,0.00824107,1.09E-09,0.016482141,MWD,Conservation tillage
137,-0.035664998,0.00824107,,,MWD,Conservation tillage
137,-0.011747565,0.00824107,0,0.016482141,MWD,Conservation tillage
137,-0.011747565,0.00824107,,,MWD,Conservation tillage
125,-0.084993213,0.010988094,-0.058107631,0.021976188,MWD,Conservation tillage
125,-0.143100844,0.010988094,,,MWD,Conservation tillage
174,-0.161366192,0.030490154,-0.511342321,0.045949455,MWD,Conservation tillage
174,-0.672708512,0.015459301,,,MWD,Conservation tillage
174,0.220787838,0.021049802,-0.690201671,0.067362371,MWD,Conservation tillage
174,-0.469413833,0.046312569,,,MWD,Conservation tillage
174,-0.161366192,0.030490154,-0.03855907,0.062633268,MWD,Conservation tillage
174,-0.199925261,0.032143113,,,MWD,Conservation tillage
174,-0.161366192,0.030490154,-0.03855907,0.062633268,MWD,Conservation tillage
174,-0.199925261,0.032143113,,,MWD,Conservation tillage
176,-0.013187004,0.00286626,0.114969699,0.004672679,MWD,Conservation tillage
176,0.101782694,0.00180642,,,MWD,Conservation tillage
176,-0.049226941,0.004452987,0.007554245,0.012971594,MWD,Conservation tillage
176,-0.041672696,0.008518607,,,MWD,Conservation tillage
176,0.083730893,0.002164965,0.118793371,0.00429117,MWD,Conservation tillage
176,0.202524264,0.002126205,,,MWD,Conservation tillage
194,0.013072082,0.010988094,-0.05431504,0.021976188,MWD,Conservation tillage
194,-0.041242959,0.010988094,,,MWD,Conservation tillage
194,0.013072082,0.010988094,-0.095908087,0.021976188,MWD,Conservation tillage
194,-0.082836006,0.010988094,,,MWD,Conservation tillage
199,0.014815086,0.00824107,0.205727684,0.016482141,MWD,Conservation tillage
199,0.22054277,0.00824107,,,MWD,Conservation tillage
199,-0.053652713,0.00824107,0.28969967,0.016482141,MWD,Conservation tillage
199,0.236046956,0.00824107,,,MWD,Conservation tillage
199,0.080538862,0.00824107,0.169198278,0.016482141,MWD,Conservation tillage
199,0.249737141,0.00824107,,,MWD,Conservation tillage
199,0.244841914,0.00824107,0.200025742,0.016482141,MWD,Conservation tillage
199,0.444867656,0.00824107,,,MWD,Conservation tillage
207,-0.109199292,0.012180836,0.003838776,0.051906487,MWD,Conservation tillage
207,-0.105360516,0.039725652,,,MWD,Conservation tillage
207,0.023530497,0.035571106,0.037094124,0.082337975,MWD,Conservation tillage
207,0.060624622,0.046766869,,,MWD,Conservation tillage
35,0.458574933,0.011456953,0.01378441,0.022913906,Yield,Intermittent irrigation
35,0.472359343,0.011456953,,,Yield,Intermittent irrigation
35,0.283126256,0.011456953,0.037041272,0.022913906,Yield,Intermittent irrigation
35,0.320167528,0.011456953,,,Yield,Intermittent irrigation
35,0.197359434,0.011456953,0.037041272,0.022913906,Yield,Intermittent irrigation
35,0.234400706,0.011456953,,,Yield,Intermittent irrigation
149,-0.00836825,0.021344935,-0.003466208,0.061884465,Yield,Intermittent irrigation
149,-0.011834458,0.04053953,,,Yield,Intermittent irrigation
149,-0.095766905,0.009662001,0.000456725,0.023764778,Yield,Intermittent irrigation
149,-0.09531018,0.014102777,,,Yield,Intermittent irrigation
35,0.240279834,0.004364336,0.005392831,0.008728671,SOC,Intermittent irrigation
35,0.245672664,0.004364336,,,SOC,Intermittent irrigation
35,0.488352768,0.004364336,0.017396703,0.008728671,SOC,Intermittent irrigation
35,0.505749471,0.004364336,,,SOC,Intermittent irrigation
35,0.622830682,0.004364336,0.018356759,0.008728671,SOC,Intermittent irrigation
35,0.641187442,0.004364336,,,SOC,Intermittent irrigation
35,0.352821375,0.086129251,0.066249386,0.172258503,N2O,Intermittent irrigation
35,0.41907076,0.086129251,,,N2O,Intermittent irrigation
35,0.836248024,0.086129251,0.32861365,0.172258503,N2O,Intermittent irrigation
35,1.164861674,0.086129251,,,N2O,Intermittent irrigation
35,1.366876275,0.086129252,0.043107857,0.172258503,N2O,Intermittent irrigation
35,1.409984132,0.086129251,,,N2O,Intermittent irrigation
149,-0.332938664,2.182175388,0.353141371,2.595473551,N2O,Intermittent irrigation
149,0.020202707,0.413298163,,,N2O,Intermittent irrigation
149,0.604954468,0.823875325,-0.496151608,1.475670639,N2O,Intermittent irrigation
149,0.10880286,0.651795314,,,N2O,Intermittent irrigation
35,0.535518236,0.122897496,-0.017575145,0.245794992,CH4,Intermittent irrigation
35,0.517943092,0.122897496,,,CH4,Intermittent irrigation
35,1.422103814,0.122897496,0.002724211,0.245794992,CH4,Intermittent irrigation
35,1.424828025,0.122897496,,,CH4,Intermittent irrigation
35,1.849110766,0.122897496,-0.069327488,0.245794992,CH4,Intermittent irrigation
35,1.779783278,0.122897496,,,CH4,Intermittent irrigation
149,0.069983293,0.088241223,0.017880877,0.592897683,CH4,Intermittent irrigation
149,0.08786417,0.504656461,,,CH4,Intermittent irrigation
149,0.554708016,0.079157961,-0.03185599,0.146811716,CH4,Intermittent irrigation
149,0.522852025,0.067653756,,,CH4,Intermittent irrigation
